Tipo muerte SRMCE2;Año I;Canton;Provincia;Cuenta Victima;Accion Infraccion;Agravantes 142 1;Agravantes 142 2;Agravantes 142 3;Agravantes 142 4;Ambito Genero;Años Privac;anteced VBG vict;Anteced Vic;Anteced Vict;Antecedentes22;antecedVBG vic vict;Apelacion;Area;Arma Especif;Atenuantes Art 42;Casacion;Categoria Tipificada;Categoria Vict;Circunstancias Art 140;Cod Provin;Cuenta Noticia Delito;Defensor Publico;Delito Sent Ejec;Delito Sentencia;Dictamen;Disc Vic;Edad Reproductiva;Edad Vic;Edad Vict;Embarazo Vic;Estado Causa;Estado Causa2;Estado Ppl;Estcivil Vic;Estcivil Vict;Etnia Vic;Etnia Vict;Fecha Acta;fecha actualizacionCJ;Fecha Detencion;Fecha I;fecha ingresaMatriz;Fecha M;Fecha Ndd;Fecha Proceso;fecha reformulacion NDD;Fecha Sentencia;Fechafallec Vict;Garantia No Repeticion;Gedad Vic;Gedad Vict;Glbti Vic;Hijos Vic;Hora Acta;Hora I;Hora Ndd;Id Victima;Indemnizacion;Indicio Asex;Ingresa;Intento Suicidio;Latitud;Longitud;Lugar Especif;Lugar Hecho;Mas Buscados;Med Cautelares Art522;Mes I;Mod Tipo Penal Otro;Muerte Victimario;Nac Vic;Nac Vict;NDD;Ndd Pd;Ndd Reformulacion;ndd tipoPenal Actual;ndd tipoPenal Inicia;Niña Adoles;Nivel Educación Vic;Nivin Vic;Nivin Vict;Noticia Delito;Num Vic Conex;Numero Juicio;Numhijos Vic;Ocupa Vic;Ocupa Vict;Orden Captura;Otros Agravantes Art 47;Otros Victimarios;Otrosproced Vict;Otrosproced Vict23;otrosProces vic vict;Pcausa M;Ppl Menor;Presun Motiva;presun motivaEsp;Privac Modif;Profesion Vic;Profesion Vict;Profugo Victimario;Rehabilitacion;rela vicConex;Relacion Vic Agresor;reportada PD;Resol Apela;Resol Casac;Restitucion;Satisfaccion Simbolica;Sexo Vic;Sexo Vict;Termina Causa;Tipo Arma;Tipo muerte SRMCE;Tipo Sent Ejec;Tipo Sentencia;Vic Conex;Victimas Indirect
OTRAS MUERTES VIOLENTAS;2022;GUAYAQUIL;GUAYAS;1;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;PRIVADO;NO APLICA;NO IDENTIFICADO;NO;NO IDENTIFICADO;;NO IDENTIFICADO;NO APLICA;URBANA;SIN DATO;NO APLICA;NO APLICA;ASESINATO;NO IDENTIFICADO;NO APLICA;09;1;;NO APLICA;NO APLICA;NO APLICA;NINGUNA;SI;43;NO IDENTIFICADO;NO;INVESTIGACION PREVIA;TRÁMITE;NO APLICA;SOLTERO/A;NO IDENTIFICADO;MESTIZO/A;NO IDENTIFICADO;13/10/2022;;NO IDENTIFICADO;12/10/2022;16/10/2022;12/10/2022;21/10/2022;;;30/12/1899 0:00:00;NO IDENTIFICADO;NO APLICA;ENTRE 35 Y 44 AÑOS;NO IDENTIFICADO;NO;SI;00:35;22:00;30/12/1899 11:08:00;72941;NO APLICA;NO;SAI;NO IDENTIFICADO;-2,087494;-79,986272;DOMICILIO DE LA VICTIMA;CASA/VILLA;NO IDENTIFICADO;NO IDENTIFICADO;10;NO APLICA;NO IDENTIFICADO;ECUADOR;NO IDENTIFICADO;090101822103985;NO APLICA;NO;140 ASESINATO;140 ASESINATO;;EDUCACION BASICA;PRIMARIA;NO IDENTIFICADO;1;NO APLICA;;SIN DATO;NO DETERMINADO;NO IDENTIFICADO;NO IDENTIFICADO;NO APLICA;NO IDENTIFICADO;NO IDENTIFICADO;;NO IDENTIFICADO;HERIDA POR ARMA DE FUEGO;NO APLICA;DELINCUENCIA COMUN;ROBO A UNIDADES ECONÓMICAS;NO APLICA;ESTUDIANTE;NO IDENTIFICADO;NO IDENTIFICADO;NO APLICA;NO APLICA;NO IDENTIFICADO;NO;NO APLICA;NO APLICA;NO APLICA;NO APLICA;MUJER;NO IDENTIFICADO;NO APLICA;ARMA DE FUEGO;ASESINATO;NO APLICA;NO APLICA;NO;NO APLICA
OTRAS MUERTES VIOLENTAS;2022;GUAYAQUIL;GUAYAS;1;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;PRIVADO;NO APLICA;NO IDENTIFICADO;NO;NO IDENTIFICADO;;NO IDENTIFICADO;NO APLICA;URBANA;SIN DATO;NO APLICA;NO APLICA;ASESINATO;NO IDENTIFICADO;NO APLICA;09;1;;NO APLICA;NO APLICA;NO APLICA;NINGUNA;SI;38;NO IDENTIFICADO;NO;INVESTIGACION PREVIA;TRÁMITE;NO APLICA;UNION DE HECHO;NO IDENTIFICADO;MESTIZO/A;NO IDENTIFICADO;10/9/2022;;NO IDENTIFICADO;10/9/2022;11/9/2022;10/9/2022;24/10/2022;;;30/12/1899 0:00:00;NO IDENTIFICADO;NO APLICA;ENTRE 35 Y 44 AÑOS;NO IDENTIFICADO;NO;SI;17:45;15:30;30/12/1899 14:30:00;72001;NO APLICA;NO;SAI;NO IDENTIFICADO;-2,250263;-79,883096;DOMICILIO DE LA VICTIMA;CASA/VILLA;NO IDENTIFICADO;NO IDENTIFICADO;9;NO APLICA;NO IDENTIFICADO;ECUADOR;NO IDENTIFICADO;090101822104517;NO APLICA;NO;140 ASESINATO;140 ASESINATO;;EDUCACION BASICA;SECUNDARIA;NO IDENTIFICADO;1;NO APLICA;;SIN DATO;PREPARAR COMIDA EN VIVIENDA PARTICULAR;NO IDENTIFICADO;NO IDENTIFICADO;NO APLICA;NO IDENTIFICADO;NO IDENTIFICADO;;NO IDENTIFICADO;HERIDA POR ARMA DE FUEGO;NO APLICA;DELINCUENCIA COMUN;AMENAZA;NO APLICA;ESTUDIANTE;NO IDENTIFICADO;NO IDENTIFICADO;NO APLICA;NO APLICA;NO IDENTIFICADO;NO;NO APLICA;NO APLICA;NO APLICA;NO APLICA;MUJER;NO IDENTIFICADO;NO APLICA;ARMA DE FUEGO;ASESINATO;NO APLICA;NO APLICA;NO;NO APLICA
OTRAS MUERTES VIOLENTAS;2022;LAGO AGRIO;SUCUMBIOS;1;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;PRIVADO;NO APLICA;NO IDENTIFICADO;NO;NO IDENTIFICADO;;NO IDENTIFICADO;NO APLICA;URBANA;SIN DATO;NO APLICA;NO APLICA;ASESINATO;NO IDENTIFICADO;NO APLICA;21;1;;NO APLICA;NO APLICA;NO APLICA;NINGUNA;SI;48;NO IDENTIFICADO;NO;INVESTIGACION PREVIA;TRÁMITE;NO APLICA;SOLTERO/A;NO IDENTIFICADO;MESTIZO/A;NO IDENTIFICADO;23/6/2022;;NO IDENTIFICADO;23/6/2022;26/6/2022;23/6/2022;27/6/2022;;;30/12/1899 0:00:00;NO IDENTIFICADO;NO APLICA;ENTRE 45 Y 64 AÑOS;NO IDENTIFICADO;NO;SI;20:00;19:15;30/12/1899 9:46:00;69929;NO APLICA;NO;SAI;NO IDENTIFICADO;0,094651;-76,87422152;DOMICILIO DE LA VICTIMA;CASA/VILLA;NO IDENTIFICADO;NO IDENTIFICADO;Junio;NO APLICA;NO IDENTIFICADO;ECUADOR;NO IDENTIFICADO;210101822060216;NO APLICA;NO;140 ASESINATO;140 ASESINATO;;EDUCACION BASICA;PRIMARIA;NO IDENTIFICADO;1;NO APLICA;;SIN DATO;OTROS;NO IDENTIFICADO;NO IDENTIFICADO;NO APLICA;NO IDENTIFICADO;NO IDENTIFICADO;;NO IDENTIFICADO;HERIDA POR ARMA DE FUEGO;NO APLICA;DELINCUENCIA COMUN;AMENAZA;NO APLICA;QUEHACER. DOMESTICOS;NO IDENTIFICADO;NO IDENTIFICADO;NO APLICA;NO APLICA;NO IDENTIFICADO;NO;NO APLICA;NO APLICA;NO APLICA;NO APLICA;MUJER;NO IDENTIFICADO;NO APLICA;ARMA DE FUEGO;ASESINATO;NO APLICA;NO APLICA;NO;NO APLICA
OTRAS MUERTES VIOLENTAS;2022;GUAYAQUIL;GUAYAS;1;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;PRIVADO;NO APLICA;NO IDENTIFICADO;NO;NO IDENTIFICADO;;NO IDENTIFICADO;NO APLICA;URBANA;SIN DATO;NO APLICA;NO APLICA;ASESINATO;NO IDENTIFICADO;NO APLICA;09;1;;NO APLICA;NO APLICA;NO APLICA;NINGUNA;SI;46;NO IDENTIFICADO;NO;INVESTIGACION PREVIA;TRÁMITE;NO APLICA;SOLTERO/A;NO IDENTIFICADO;MESTIZO/A;NO IDENTIFICADO;2/10/2022;;NO IDENTIFICADO;1/10/2022;2/10/2022;1/10/2022;2/10/2022;;;30/12/1899 0:00:00;NO IDENTIFICADO;NO APLICA;ENTRE 45 Y 64 AÑOS;NO IDENTIFICADO;NO;SI;03:00;23:15;30/12/1899 11:52:00;72626;NO APLICA;NO;SAI;NO IDENTIFICADO;-2,215377;-79,917412;DOMICILIO DE LA VICTIMA;CASA/VILLA;NO IDENTIFICADO;NO IDENTIFICADO;10;NO APLICA;NO IDENTIFICADO;ECUADOR;NO IDENTIFICADO;090101822100124;NO APLICA;NO;140 ASESINATO;140 ASESINATO;;EDUCACION BASICA;PRIMARIA;NO IDENTIFICADO;1;NO APLICA;;4;NO DETERMINADO;NO IDENTIFICADO;NO IDENTIFICADO;NO APLICA;NO IDENTIFICADO;NO IDENTIFICADO;;NO IDENTIFICADO;HERIDA POR ARMA DE FUEGO;NO APLICA;DELINCUENCIA COMUN;TRAFICO INTERNOS DE DROGAS (MICROTRAFICO);NO APLICA;ESTUDIANTE;NO IDENTIFICADO;NO IDENTIFICADO;NO APLICA;NO APLICA;NO IDENTIFICADO;NO;NO APLICA;NO APLICA;NO APLICA;NO APLICA;MUJER;NO IDENTIFICADO;NO APLICA;ARMA DE FUEGO;ASESINATO;NO APLICA;NO APLICA;NO;NO APLICA
OTRAS MUERTES VIOLENTAS;2022;PEDRO CARBO;GUAYAS;1;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;PRIVADO;NO APLICA;NO IDENTIFICADO;NO;NO IDENTIFICADO;;NO IDENTIFICADO;NO APLICA;URBANA;SIN DATO;NO APLICA;NO APLICA;ASESINATO;NO IDENTIFICADO;NO APLICA;09;1;;NO APLICA;NO APLICA;NO APLICA;NINGUNA;SI;28;NO IDENTIFICADO;NO;INVESTIGACION PREVIA;TRÁMITE;NO APLICA;VIUDO/A;NO IDENTIFICADO;MESTIZO/A;NO IDENTIFICADO;27/8/2022;;NO IDENTIFICADO;27/8/2022;28/8/2022;27/8/2022;1/9/2022;;;30/12/1899 0:00:00;NO IDENTIFICADO;NO APLICA;ENTRE 25 Y 34 AÑOS;NO IDENTIFICADO;NO;SI;16:45;13:20;30/12/1899 12:14:00;71627;NO APLICA;NO;SAI;NO IDENTIFICADO;-1,80881227;-80,23641022;DOMICILIO DE LA VICTIMA;CASA/VILLA;NO IDENTIFICADO;NO IDENTIFICADO;8;NO APLICA;NO IDENTIFICADO;VENEZUELA;NO IDENTIFICADO;091401822090003;NO APLICA;NO;140 ASESINATO;140 ASESINATO;;SIN DATO;SIN DATO;NO IDENTIFICADO;1;NO APLICA;;2;MESERA EN UN BAR;NO IDENTIFICADO;NO IDENTIFICADO;NO APLICA;NO IDENTIFICADO;NO IDENTIFICADO;;NO IDENTIFICADO;HERIDA POR ARMA DE FUEGO;NO APLICA;DELINCUENCIA COMUN;AMENAZA;NO APLICA;NINGUNA;NO IDENTIFICADO;NO IDENTIFICADO;NO APLICA;NO APLICA;NO IDENTIFICADO;NO;NO APLICA;NO APLICA;NO APLICA;NO APLICA;MUJER;NO IDENTIFICADO;NO APLICA;ARMA DE FUEGO;ASESINATO;NO APLICA;NO APLICA;NO;NO APLICA
OTRAS MUERTES VIOLENTAS;2022;PALESTINA;GUAYAS;1;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;PRIVADO;NO APLICA;NO IDENTIFICADO;NO;NO IDENTIFICADO;;NO IDENTIFICADO;NO APLICA;URBANA;SIN DATO;NO APLICA;NO APLICA;ASESINATO;NO IDENTIFICADO;NO APLICA;09;1;;NO APLICA;NO APLICA;NO APLICA;NINGUNA;SI;22;NO IDENTIFICADO;NO;INVESTIGACION PREVIA;TRÁMITE;NO APLICA;SOLTERO/A;NO IDENTIFICADO;MESTIZO/A;NO IDENTIFICADO;19/12/2022;;NO IDENTIFICADO;18/12/2022;25/12/2022;18/12/2022;19/12/2022;;;30/12/1899 0:00:00;NO IDENTIFICADO;NO APLICA;ENTRE 15 Y 24 AÑOS;NO IDENTIFICADO;NO;SI;01:00;22:00;30/12/1899 14:57:00;74770;NO APLICA;NO;SAI;NO IDENTIFICADO;-1,6239495;-79,978069;OTRO DOMICILIO;CASA/VILLA;NO IDENTIFICADO;NO IDENTIFICADO;12;NO APLICA;NO IDENTIFICADO;ECUADOR;NO IDENTIFICADO;091301822120011-1;NO APLICA;NO;140 ASESINATO;140 ASESINATO;;BACHILLERATO;BACHILLERATO;NO IDENTIFICADO;1;NO APLICA;;1;OTROS;NO IDENTIFICADO;NO IDENTIFICADO;NO APLICA;NO IDENTIFICADO;NO IDENTIFICADO;;NO IDENTIFICADO;HERIDA POR ARMA DE FUEGO;NO APLICA;DELINCUENCIA COMUN;AMENAZA;NO APLICA;ESTUDIANTE;NO IDENTIFICADO;NO IDENTIFICADO;NO APLICA;NO APLICA;NO IDENTIFICADO;NO;NO APLICA;NO APLICA;NO APLICA;NO APLICA;MUJER;NO IDENTIFICADO;NO APLICA;ARMA DE FUEGO;ASESINATO;NO APLICA;NO APLICA;NO;NO APLICA
OTRAS MUERTES VIOLENTAS;2023;GUAYAQUIL;GUAYAS;1;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;PRIVADO;NO APLICA;NO IDENTIFICADO;NO;NO IDENTIFICADO;;NO IDENTIFICADO;NO APLICA;URBANA;SIN DATO;NO APLICA;NO APLICA;ASESINATO;NO IDENTIFICADO;NO APLICA;09;1;;NO APLICA;NO APLICA;NO APLICA;NINGUNA;SI;20;NO IDENTIFICADO;NO;INVESTIGACION PREVIA;TRÁMITE;NO APLICA;SOLTERO/A;NO IDENTIFICADO;MESTIZO/A;NO IDENTIFICADO;16/4/2023;;NO IDENTIFICADO;16/4/2023;16/4/2023;16/4/2023;25/4/2023;;;30/12/1899 0:00:00;NO IDENTIFICADO;NO APLICA;ENTRE 15 Y 24 AÑOS;NO IDENTIFICADO;NO;SI;01:00;01:00;30/12/1899 17:23:00;78580;NO APLICA;NO;SAI;NO IDENTIFICADO;-2,124193;-79,990501;OTRO DOMICILIO;CASA/VILLA;NO IDENTIFICADO;NO IDENTIFICADO;Abril;NO APLICA;NO IDENTIFICADO;ECUADOR;NO IDENTIFICADO;090101823045548-1;NO APLICA;NO;140 ASESINATO;140 ASESINATO;;BACHILLERATO;BACHILLERATO;NO IDENTIFICADO;1;NO APLICA;;SIN DATO;OTROS;NO IDENTIFICADO;NO IDENTIFICADO;NO APLICA;NO IDENTIFICADO;NO IDENTIFICADO;;NO IDENTIFICADO;HERIDA POR ARMA DE FUEGO;NO APLICA;DELINCUENCIA COMUN;AMENAZA;NO APLICA;ESTUDIANTE;NO IDENTIFICADO;NO IDENTIFICADO;NO APLICA;NO APLICA;NO IDENTIFICADO;NO;NO APLICA;NO APLICA;NO APLICA;NO APLICA;MUJER;NO IDENTIFICADO;NO APLICA;ARMA DE FUEGO;ASESINATO;NO APLICA;NO APLICA;NO;NO APLICA
OTRAS MUERTES VIOLENTAS;2023;GUAYAQUIL;GUAYAS;1;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;PRIVADO;NO APLICA;NO IDENTIFICADO;NO;NO IDENTIFICADO;;NO IDENTIFICADO;NO APLICA;URBANA;SIN DATO;NO APLICA;NO APLICA;ASESINATO;NO IDENTIFICADO;NO APLICA;09;1;;NO APLICA;NO APLICA;NO APLICA;NINGUNA;SI;32;NO IDENTIFICADO;NO;INVESTIGACION PREVIA;TRÁMITE;NO APLICA;SOLTERO/A;NO IDENTIFICADO;MESTIZO/A;NO IDENTIFICADO;22/2/2023;;NO IDENTIFICADO;22/2/2023;26/2/2023;22/2/2023;3/4/2023;;;30/12/1899 0:00:00;NO IDENTIFICADO;NO APLICA;ENTRE 25 Y 34 AÑOS;NO IDENTIFICADO;NO;SI;04:30;04:30;30/12/1899 9:59:00;76720;NO APLICA;NO;SAI;NO IDENTIFICADO;-2,088161;-79,988197;OTRO DOMICILIO;CASA/VILLA;NO IDENTIFICADO;NO IDENTIFICADO;Febrero;NO APLICA;NO IDENTIFICADO;ECUADOR;NO IDENTIFICADO;090101823040261;NO APLICA;NO;140 ASESINATO;140 ASESINATO;;EDUCACION BASICA;PRIMARIA;NO IDENTIFICADO;1;NO APLICA;;1;NO DETERMINADO;NO IDENTIFICADO;NO IDENTIFICADO;NO APLICA;NO IDENTIFICADO;NO IDENTIFICADO;;NO IDENTIFICADO;HERIDA POR ARMA DE FUEGO;NO APLICA;DELINCUENCIA COMUN;TRAFICO INTERNOS DE DROGAS (MICROTRAFICO);NO APLICA;QUEHACER. DOMESTICOS;NO IDENTIFICADO;NO IDENTIFICADO;NO APLICA;NO APLICA;NO IDENTIFICADO;NO;NO APLICA;NO APLICA;NO APLICA;NO APLICA;MUJER;NO IDENTIFICADO;NO APLICA;ARMA DE FUEGO;ASESINATO;NO APLICA;NO APLICA;NO;NO APLICA
OTRAS MUERTES VIOLENTAS;2022;GUAYAQUIL;GUAYAS;1;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;PRIVADO;NO APLICA;NO IDENTIFICADO;NO;NO IDENTIFICADO;;NO IDENTIFICADO;NO APLICA;URBANA;SIN DATO;NO APLICA;NO APLICA;ASESINATO;NO IDENTIFICADO;NO APLICA;09;1;;NO APLICA;NO APLICA;NO APLICA;NINGUNA;SI;26;NO IDENTIFICADO;NO;INVESTIGACION PREVIA;TRÁMITE;NO APLICA;SOLTERO/A;NO IDENTIFICADO;MESTIZO/A;NO IDENTIFICADO;16/7/2022;;NO IDENTIFICADO;16/7/2022;17/7/2022;16/7/2022;26/7/2022;;;30/12/1899 0:00:00;NO IDENTIFICADO;NO APLICA;ENTRE 25 Y 34 AÑOS;NO IDENTIFICADO;NO;SI;23:50;02:30;30/12/1899 16:05:00;70502;NO APLICA;NO;SAI;NO IDENTIFICADO;-2,077821;-79,930923;OTRO LUGAR;VIA PUBLICA;NO IDENTIFICADO;NO IDENTIFICADO;7;NO APLICA;NO IDENTIFICADO;ECUADOR;NO IDENTIFICADO;090101822075017;NO APLICA;NO;140 ASESINATO;140 ASESINATO;;EDUCACION BASICA;EDUCACION BASICA;NO IDENTIFICADO;1;NO APLICA;;2;DESEMPLEADA;NO IDENTIFICADO;NO IDENTIFICADO;NO APLICA;NO IDENTIFICADO;NO IDENTIFICADO;;NO IDENTIFICADO;HERIDA POR ARMA DE FUEGO;NO APLICA;DELINCUENCIA COMUN;TRAFICO INTERNOS DE DROGAS (MICROTRAFICO);NO APLICA;QUEHACER. DOMESTICOS;NO IDENTIFICADO;NO IDENTIFICADO;NO APLICA;NO APLICA;NO IDENTIFICADO;NO;NO APLICA;NO APLICA;NO APLICA;NO APLICA;MUJER;NO IDENTIFICADO;NO APLICA;ARMA DE FUEGO;ASESINATO;NO APLICA;NO APLICA;NO;NO APLICA
OTRAS MUERTES VIOLENTAS;2021;QUITO;PICHINCHA;1;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;PRIVADO;NO APLICA;NO IDENTIFICADO;NO;NO IDENTIFICADO;;NO IDENTIFICADO;NO APLICA;URBANA;SIN DATO;NO APLICA;NO APLICA;HOMICIDIO;NO IDENTIFICADO;NO APLICA;17;1;;NO APLICA;NO APLICA;NO APLICA;NINGUNA;SI;26;NO IDENTIFICADO;NO;INVESTIGACION PREVIA;TRÁMITE;NO APLICA;SIN DATO;NO IDENTIFICADO;MESTIZO/A;NO IDENTIFICADO;22/9/2021;26/9/2021;NO IDENTIFICADO;22/9/2021;;22/9/2021;23/9/2021;;;30/12/1899 0:00:00;NO IDENTIFICADO;NO APLICA;ENTRE 25 Y 34 AÑOS;NO IDENTIFICADO;NO;SI;17:45;03:00;30/12/1899 14:50:00;63249;NO APLICA;NO;SAI;NO IDENTIFICADO;-0,20473195;-78,4929257;DOMICILIO DE LA VICTIMA;CUARTOS EN CASA DE INQUILINATO;NO IDENTIFICADO;NO IDENTIFICADO;9;NO APLICA;NO IDENTIFICADO;COLOMBIA;NO IDENTIFICADO;170101821093858;NO APLICA;NO;144 HOMICIDIO;144 HOMICIDIO;;SIN DATO;SIN DATO;NO IDENTIFICADO;1;NO APLICA;;SIN DATO;NO DETERMINADO;NO IDENTIFICADO;NO IDENTIFICADO;NO APLICA;NO IDENTIFICADO;NO IDENTIFICADO;;NO IDENTIFICADO;ESTRANGULACION;NO APLICA;DELINCUENCIA COMUN;ROBO A DOMICILIOS;NO APLICA;SIN DATO;NO IDENTIFICADO;NO IDENTIFICADO;NO APLICA;NO APLICA;NO IDENTIFICADO;NO;NO APLICA;NO APLICA;NO APLICA;NO APLICA;MUJER;NO IDENTIFICADO;NO APLICA;CONSTRICTORA;ASESINATO;NO APLICA;NO APLICA;NO;NO APLICA
OTRAS MUERTES VIOLENTAS;2022;GUAYAQUIL;GUAYAS;1;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;PRIVADO;NO APLICA;NO IDENTIFICADO;NO;NO IDENTIFICADO;;NO IDENTIFICADO;NO APLICA;URBANA;SIN DATO;NO APLICA;NO APLICA;ASESINATO;NO IDENTIFICADO;NO APLICA;09;1;;NO APLICA;NO APLICA;NO APLICA;NINGUNA;SI;36;NO IDENTIFICADO;SIN DATO;INVESTIGACION PREVIA;TRÁMITE;NO APLICA;DIVORCIADO/A;NO IDENTIFICADO;MESTIZO/A;NO IDENTIFICADO;12/4/2022;;NO IDENTIFICADO;12/4/2022;17/4/2022;12/4/2022;12/4/2022;;;30/12/1899 0:00:00;NO IDENTIFICADO;NO APLICA;ENTRE 35 Y 44 AÑOS;NO IDENTIFICADO;NO;SI;16:20;13:40;30/12/1899 17:59:00;68076;NO APLICA;NO;SAI;NO IDENTIFICADO;-2,13402;-79,943995;DOMICILIO DE LA VICTIMA;CASA/VILLA;NO IDENTIFICADO;NO IDENTIFICADO;Abril;NO APLICA;NO IDENTIFICADO;ECUADOR;NO IDENTIFICADO;090101822042275;NO APLICA;NO;140 ASESINATO;140 ASESINATO;;EDUCACION BASICA;PRIMARIA;NO IDENTIFICADO;1;NO APLICA;;SIN DATO;OTROS;NO IDENTIFICADO;NO IDENTIFICADO;NO APLICA;NO IDENTIFICADO;NO IDENTIFICADO;;NO IDENTIFICADO;HERIDA POR ARMA DE FUEGO;NO APLICA;VIOLENCIA COMUNITARIA;EMOCIONAL;NO APLICA;ESTUDIANTE;NO IDENTIFICADO;NO IDENTIFICADO;NO APLICA;NO APLICA;NO IDENTIFICADO;NO;NO APLICA;NO APLICA;NO APLICA;NO APLICA;MUJER;NO IDENTIFICADO;NO APLICA;ARMA DE FUEGO;ASESINATO;NO APLICA;NO APLICA;NO;NO APLICA
OTRAS MUERTES VIOLENTAS;2023;SANTO DOMINGO;SANTO DOMINGO DE LOS TSACHILAS;1;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;PRIVADO;NO APLICA;NO IDENTIFICADO;NO;NO IDENTIFICADO;;NO IDENTIFICADO;NO APLICA;URBANA;SIN DATO;NO APLICA;NO APLICA;ASESINATO;NO IDENTIFICADO;NO APLICA;23;1;;NO APLICA;NO APLICA;NO APLICA;NINGUNA;SI;31;NO IDENTIFICADO;NO;INVESTIGACION PREVIA;TRÁMITE;NO APLICA;SOLTERO/A;NO IDENTIFICADO;MESTIZO/A;NO IDENTIFICADO;12/2/2023;;NO IDENTIFICADO;11/2/2023;12/2/2023;11/2/2023;14/2/2023;;;30/12/1899 0:00:00;NO IDENTIFICADO;NO APLICA;ENTRE 25 Y 34 AÑOS;NO IDENTIFICADO;NO;SIN DATO;16:00;19:40;30/12/1899 16:59:00;76394;NO APLICA;NO;SAI;NO IDENTIFICADO;-0,264686;-79,180983;DOMICILIO DE LA VICTIMA;CASA/VILLA;NO IDENTIFICADO;NO IDENTIFICADO;Febrero;NO APLICA;NO IDENTIFICADO;ECUADOR;NO IDENTIFICADO;230101823020562;NO APLICA;NO;140 ASESINATO;140 ASESINATO;;BACHILLERATO;BACHILLERATO;NO IDENTIFICADO;1;NO APLICA;;SIN DATO;OTROS;NO IDENTIFICADO;NO IDENTIFICADO;NO APLICA;NO IDENTIFICADO;NO IDENTIFICADO;;NO IDENTIFICADO;HERIDA POR ARMA DE FUEGO;NO APLICA;DELINCUENCIA COMUN;AMENAZA;NO APLICA;BACHILLER;NO IDENTIFICADO;NO IDENTIFICADO;NO APLICA;NO APLICA;NO IDENTIFICADO;NO;NO APLICA;NO APLICA;NO APLICA;NO APLICA;MUJER;NO IDENTIFICADO;NO APLICA;ARMA DE FUEGO;ASESINATO;NO APLICA;NO APLICA;NO;NO APLICA
OTRAS MUERTES VIOLENTAS;2022;GUAYAQUIL;GUAYAS;1;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;PRIVADO;NO APLICA;NO IDENTIFICADO;NO;NO IDENTIFICADO;;NO IDENTIFICADO;NO APLICA;URBANA;SIN DATO;NO APLICA;NO APLICA;ASESINATO;NO IDENTIFICADO;NO APLICA;09;1;;NO APLICA;NO APLICA;NO APLICA;NINGUNA;SI;29;NO IDENTIFICADO;NO;INVESTIGACION PREVIA;TRÁMITE;NO APLICA;SOLTERO/A;NO IDENTIFICADO;MESTIZO/A;NO IDENTIFICADO;21/10/2022;;NO IDENTIFICADO;21/10/2022;23/10/2022;21/10/2022;10/1/2023;;;30/12/1899 0:00:00;NO IDENTIFICADO;NO APLICA;ENTRE 25 Y 34 AÑOS;NO IDENTIFICADO;NO;SIN DATO;22:30;19:35;30/12/1899 8:57:00;73157;NO APLICA;NO;SAI;NO IDENTIFICADO;-2,068134;-79,936029;DOMICILIO DE LA VICTIMA;CASA/VILLA;NO IDENTIFICADO;NO IDENTIFICADO;10;NO APLICA;NO IDENTIFICADO;ECUADOR;NO IDENTIFICADO;090101823011608;NO APLICA;NO;140 ASESINATO;140 ASESINATO;;BACHILLERATO;BACHILLERATO;NO IDENTIFICADO;1;NO APLICA;;SIN DATO;NO DETERMINADO;NO IDENTIFICADO;NO IDENTIFICADO;NO APLICA;NO IDENTIFICADO;NO IDENTIFICADO;;NO IDENTIFICADO;HERIDA POR ARMA DE FUEGO;NO APLICA;VIOLENCIA INTRAFAMILIAR;SENTIMENTAL;NO APLICA;BACHILL. EN CIENCIAS;NO IDENTIFICADO;NO IDENTIFICADO;NO APLICA;NO APLICA;NO IDENTIFICADO;NO;NO APLICA;NO APLICA;NO APLICA;NO APLICA;MUJER;NO IDENTIFICADO;NO APLICA;ARMA DE FUEGO;ASESINATO;NO APLICA;NO APLICA;NO;NO APLICA
